StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q3_8_TEXT,Q4,Q5_1,Q5_2,Q6,Q6_6_TEXT,Q7,Q7_7_TEXT,Q8,Q8_12_TEXT,Q9_4,Q9_5,Q9_6,Q9_7,Q10#1_1,Q10#1_2,Q10#1_3,Q10#1_4,Q10#1_5,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q12,Q13,Q14,Q15,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9
2018-10-01 14:29:41,2018-10-01 14:47:43,IP Address,73.12.83.3,100,1082,True,2018-10-01 14:47:43,R_1FxCp6NwgJ6z39f,,,,,38.403106689453125,-78.8914031982421875,anonymous,EN,Yes,In-service teachers,,"Yes, I consent to participate in this research.",13,25,Tenured faculty,,Other,work with licensed teachers seeking position as ITRT,"Fine Arts,Other",our Ed Tech MEd students are licensed teachers and corporate trainers,Foundations of Educational Technology,Professional Development in Educational Technology,Applied Research in Ed Tech Proposal Writing,Applied Research in Ed Tech Data Collection and Analysis,All or most course learning goals,All or most course learning goals,All or most course learning goals,All or most course learning goals,,2,4,3     (Competent),3     (Competent),4,2,3     (Competent),3     (Competent),3     (Competent),3     (Competent),5 (Highly competent),2,"I include issues and strategies of access and inclusion into my curriclulum.  Learners create a visual graphic identifying different types of ed tech, including assistive technology, their pros and cons.

I advocate for online learning and onlearners as nontraditional learners (diversity) and for more comprehensive services and hours of service of online working adult learners. I do this by serving on the Online Learning Community Council, the Provost's Faculty Diversity Council and the Faculty Senate.

I use the Quality Matters standards for reviewing and revising our 100% online program.","Access and inclusion - not just differentiation. I have an equity education model I use with all our learners to instill awareness and skills for all learners in all learning spaces.

Advocacy for quality and evidence based practices, professional development and evaluation of learning with /through technology.","content specific technologies. If learner is compentent in using appropriate theories and pedagogies for their learning goals, and in needs assessment and design of access with/to technology, then he/she should be able to identify evidence based practices with appropriate technologies.  Learner should be taught to be a good consumer and evaluator of the professional and commercial information re specific technologies.",,"Colleagues, on campus workshops and tutorials, trail and error, professional literature, conferences","I have a web of expert colleagues who are enthused about Ed Tech and growing others' knowledge and skills.  ",Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.
2018-10-02 08:41:33,2018-10-02 08:53:05,IP Address,216.12.45.71,100,692,True,2018-10-02 08:53:06,R_TnlkGMVQhPE3PON,,,,,38.1360931396484375,-79.0623016357421875,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",5,7,Tenured faculty,,"Early childhood teachers,Elementary / primary teachers,Middle grades / junior high school teachers,Secondary / high school teachers,Other","special education teachers Pk-12 ",Special Education,,"Foundations of Exceptional Education ",Characteristics of Learners with Disabilities Accessing the General Curriculum,Classroom Observations in Special Education,"Trends and Issues in Exceptional Education ",No course learning goals,Some course learning goals,No course learning goals,Some course learning goals,,1 (Not competent),2,2,3     (Competent),2,2,4,1 (Not competent),2,2,1 (Not competent),2,"I use online assessment within our LMS, I use the smart board in class and students use it for presentations, ","how to use technology to differentiate instruction, ethical considerations ",n/a,"I teach large classes and many of the tools I am learning about do not work for classes over 100 people ","I try to attend conference sessions, read, talk to colleagues",sometimes there are issues with wireless connections in the classes where I teach so that limits the technology I use,Major barrier I experience / have experienced.,Major barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Major barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Major barrier I experience / have experienced.,Major barrier I experience / have experienced.
2018-10-02 11:19:55,2018-10-02 11:44:24,IP Address,128.239.106.89,100,1469,True,2018-10-02 11:44:25,R_1DXQ25dD0mWTfhw,,,,,37.2707061767578125,-76.70749664306640625,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",7,18,Tenured faculty,,"Elementary / primary teachers,Middle grades / junior high school teachers,Secondary / high school teachers",,Technology,,Digital humanities,Designs for technology-enhanced learning,,,All or most course learning goals,All or most course learning goals,,,,4,5 (Highly competent),4,4,4,4,4,3     (Competent),3     (Competent),5 (Highly competent),4,4,"Delivering the courses through a blended format, leveraging a range of digital tools and resources

Offer modeling and option for teacher interns to consider how technologies can enrich student assessment
","Support the development of knowledge, skills, and attitudes... - helps to position teacher interns to make their own choices on how to align technology with pedgogy and content

","Not that it's not important, but making global connects doesn't have a strong focus in the courses I teach",,"Reading, conferences, and exploring; occasionally attending relevant workshops",Working in a university setting provides me with many opportunities to continually learn and explore,Major asset I experience / have experienced.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.
2018-10-02 12:01:37,2018-10-02 12:09:36,IP Address,100.34.13.248,100,478,True,2018-10-02 12:09:36,R_2TI8OjhuN3jkXm7,,,,,39.67340087890625,-75.7052001953125,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",5,13,Tenured faculty,,"Elementary / primary teachers,Middle grades / junior high school teachers",,English / Language Arts,,language development,literacy methods,assessment & diagnosis of literacy,,No course learning goals,No course learning goals,No course learning goals,,,2,1 (Not competent),2,3     (Competent),4,4,4,1 (Not competent),1 (Not competent),1 (Not competent),1 (Not competent),4,I teach online classes that make use of a learning platform to provide content and experiences designed to deepen students' knowledge,Online content development,Broad leadership and advocacy for technology in the absence of evidence that it impacts student learning,Student learning,Trial and error and online resources for learning,"Everything about the context affects how I develop tech competencies
 (ps. your question is awkwardly worded)",Major asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.
2018-10-02 14:41:02,2018-10-02 14:53:10,IP Address,104.184.79.242,100,727,True,2018-10-02 14:53:10,R_OPtfZgX8g8vWQTv,,,,,34.1255950927734375,-77.91899871826171875,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",5,30,Tenured faculty,,Secondary / high school teachers,,Special Education,,Diverse Learners for Secondary,Assessment and Learning Environments for Secondary,Educational Psychology,,No course learning goals,No course learning goals,No course learning goals,,,5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),"I am highly competent but I am no longer a leader in technology or use it clobally anymore. I also do not have to rouble shoot any longer since we have people hired to do that. I have taught online for over 20 years, several of my onlien classes were in another country- Belize. I model how to use technolgy for differntiation of instruction. I also teach all of my classes  with technology supports.",Online teaching and keeping up with what the K-12 schools are doing.,"Although ethics is important, I do not worry alot a bout it since all of my assignements are plagerism and cheat proof. All my assignments are individualized to the students so no two answers could be alike. ",Thought I am cpompetent technology is not the goal nor the only way to teach. It is just one more tool in my arsenal.,I love learning new tech. I am a nerd that way.,"We have wonderful support. I get training once a years on the latest tools. I also work closely with hte IDT program since they are in my department. ",Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.
2018-10-02 15:00:14,2018-10-02 15:07:35,IP Address,98.121.178.114,100,440,True,2018-10-02 15:07:35,R_1hKIN1aaSxcf3CO,,,,,34.148406982421875,-77.86199951171875,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",5,15,Tenured faculty,,Other,ESL,Other,ESL,Introduction to ESL,ESL Methods,ESL Assessment,,No course learning goals,Some course learning goals,Some course learning goals,,,4,3     (Competent),3     (Competent),5 (Highly competent),4,3     (Competent),4,2,1 (Not competent),3     (Competent),4,4,"I use online tests for assessment. ","Understanding how technology can be used to differentiate instruction
Understanding how literacy is related to technology
",Understanding how to develop their own technologies.,Helping students understand how rapidly technology changes.,Professional development offered through my university,I don't understand this question,Barrier I experience / have experienced.,Major barrier I experience / have experienced.,Major barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.
2018-10-02 16:55:42,2018-10-02 17:29:57,IP Address,24.45.75.206,100,2054,True,2018-10-02 17:29:57,R_2ZKoP9q5CfCjooP,,,,,40.8596954345703125,-74.4026031494140625,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",14,10,Administrator,,"Early childhood teachers,Elementary / primary teachers,Middle grades / junior high school teachers,Secondary / high school teachers",,Other,"All grades and subjects ",Three different levels of Google Apps for Education,Interdisciplinary Teaching and Learning,"Responsible digital citizenship ",,All or most course learning goals,Some course learning goals,All or most course learning goals,,,5 (Highly competent),5 (Highly competent),5 (Highly competent),4,4,4,4,4,5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),"Use tools to collect and analyze teacher’s feeling toward professional development

Instruct teachers on proper use of sharing capabilities of Google Apps (among other things)

Train teachers to facilitate technological competencies to their peers


","Empowering teachers to use technology effectively. 

 Showing teachers how to effectively integrate technology into their pedagogy. ","Formatting documents
Basic office functionality. ","Nothing. ","Practice and curiosity. ","I work autonomously and can follow my interests to benefit teacher education. ",Asset I experience / have experienced.,Barrier I experience / have experienced.,Asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.
2018-10-03 06:51:40,2018-10-03 06:59:33,IP Address,128.4.168.250,100,473,True,2018-10-03 06:59:33,R_33svLNh2gPq7TUO,,,,,39.5644989013671875,-75.5970001220703125,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",5,17,Tenured faculty,,"Elementary / primary teachers,Middle grades / junior high school teachers,Secondary / high school teachers,Other",Special Education Teachers,Special Education,,Special Education Instructional Methods,Educational Evaluation,,,No course learning goals,No course learning goals,,,,3     (Competent),4,3     (Competent),4,5 (Highly competent),5 (Highly competent),4,1 (Not competent),2,3     (Competent),2,4,"I include aspects of universal design in online/hyrbrid learning, we teach specific tools (e.g., software and web based programs such as QGlobal and Chart Dog) to support teacher candidates to use technology to support learner assessments, we build in accessibility into online courses. ","In the area of special education, one key focus is on using education tech to support students with disabilities -- through specific supports for individual learnres but by also building in universal design. ","At my university, how to use educational technology is addressed in other courses. Instructional methods courses for special education have the expectation that teacher candidates have competency in how to use tools, so the focus is less on teaching them to use the tools and more on appropriate use of the tools while teaching. ",,"Mostly self-taught, but online course development supports are available through the university","It is an expectation and the culture that courses are taught using appropriate technology and that teacher candidates apply technology in their own teaching. ",Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.,Asset I experience / have experienced.,Barrier I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.
2018-10-03 09:23:14,2018-10-03 09:34:36,IP Address,173.93.33.116,100,681,True,2018-10-03 09:34:37,R_spA9qIG1Jpy3Uk1,,,,,34.2725067138671875,-77.85849761962890625,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",10,12,Tenured faculty,,"Early childhood teachers,Elementary / primary teachers,Middle grades / junior high school teachers,Secondary / high school teachers",,"Special Education,Technology",,Adapting the curriculum for children with exceptionalities,Collaborative teaming in special education,Early intervention,Field experiences in SPED and ECSE,Some course learning goals,Some course learning goals,Some course learning goals,Some course learning goals,,5 (Highly competent),2,4,4,5 (Highly competent),2,4,2,2,4,5 (Highly competent),3     (Competent),I run the Center for Assistive Technology and offer students hands on opportunities and online instruction on instructional and assistive technologies that support teachers and individuals with disabilities.,Using technology to differentiate instruction and engaging in leadership advocacy.,Many early childhood centers lack technology for assessment. It is important but might not be accessible to all.,Assistive Technologies and Universal Design for Learning,Conferences and workshops as well as research.,My university supports technology competencies and we have workshops.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Asset I experience / have experienced.,Barrier I experience / have experienced.,Asset I experience / have experienced.,Major asset I experience / have experienced.,Asset I experience / have experienced.,Barrier I experience / have experienced.
2018-10-03 10:14:13,2018-10-03 10:24:11,IP Address,131.123.61.41,100,598,True,2018-10-03 10:24:12,R_z7l3tE01KB2Sx0d,,,,,41.1537017822265625,-81.35790252685546875,anonymous,EN,Yes,"Pre-service teachers,In-service teachers,Other",Masters and doctoral students who are also K12 and university teachers.,"Yes, I consent to participate in this research.",8,12,Tenured faculty,,"Early childhood teachers,Elementary / primary teachers,Middle grades / junior high school teachers,Secondary / high school teachers,Other",University level,Music,,Instrumental Techniques Courses (Undergraduate),Research and Instrumental Methods (Masters),"History, Sociology, Philosophy (Doctoral)",Research and Seminar Coursework (Doctoral),All or most course learning goals,All or most course learning goals,All or most course learning goals,All or most course learning goals,,5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),"In course assignments, in-class discussions, student use, and online degree courses designed and maintained.","Preparation for contemporary classrooms, use of technology not only to support instruction, but as a curricular and creative topic in itself.","In today's settings, it seems most any use of technology will be relevant in some way.",Ways to incorporate creativity or support more effective instruction and assessment.,"Mostly through practice, and some workshops and conference sessions.","My program runs an entirely online graduate degree, so I have been involved in nearly every phase of that for more than 8-years.",Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.
2018-10-03 10:47:14,2018-10-03 10:54:38,IP Address,131.123.61.49,100,443,True,2018-10-03 10:54:38,R_2fC1oGQHbCh1JmT,,,,,41.1537017822265625,-81.35790252685546875,anonymous,EN,Yes,Pre-service teachers,,"Yes, I consent to participate in this research.",20,13,Non-tenure track faculty,,Early childhood teachers,,,,Preschool Education,Integrated Preschool Curriculum,,,No course learning goals,Some course learning goals,,,,3     (Competent),3     (Competent),3     (Competent),4,4,4,4,3     (Competent),5 (Highly competent),3     (Competent),3     (Competent),5 (Highly competent),"I exclusively use the university's course platform program (Blackboard Learn) for all materials, assignments, grading, discussion boards, etc.",The use of technology to differentiate instruction for a variety of learners,"I do not teach teachers how to use technology appropriate with young children.  Children under five years old should have limited access to screens, per the recommendation by the American Academy of Pediatrics, and I advocate for limited use of screen time in early years classrooms.",,In collaboration with other faculty,"Technology competencies isn't emphasized program-wide, so it's easy to ignore.",Barrier I experience / have experienced.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Barrier I experience / have experienced.
2018-10-03 10:50:47,2018-10-03 11:03:34,IP Address,131.123.61.49,100,766,True,2018-10-03 11:03:34,R_eS55OklYqGu6jSh,,,,,41.1537017822265625,-81.35790252685546875,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",10,9,Tenure track (probationary) faculty,,"Early childhood teachers,Elementary / primary teachers,Middle grades / junior high school teachers,Secondary / high school teachers",,Special Education,,Differentiated Core Instruction,Inclusive Practices,Curriculum Methods: Mild/Moderate Disability,Introduction to Exceptionalities,Some course learning goals,Some course learning goals,Some course learning goals,Some course learning goals,,5 (Highly competent),5 (Highly competent),5 (Highly competent),4,5 (Highly competent),5 (Highly competent),4,5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),"I routinely teach students how to use technologies such as GoFormative, Kahoot!, NearPod, and others for engagement and formative assessment.","Ensuring technologies serve the learning objective. Choice of technologies should not be arbitrary or based on trends. ","Accessible text (e.g. large font, text-to-speech, layered PDFs, etc.) play a big part in special education, but not in my particular area of research or teacher preparation. ",,"Interact with teachers, explore possibilities online, ","Everything I do is funneled through the ideas of evidence-based practices, strategic teaching, and ensuring instructional methods fit the learning objectives. ",Neutral / neither a barrier nor an asset.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Asset I experience / have experienced.,Major asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.
2018-10-03 13:49:10,2018-10-03 13:57:02,IP Address,128.146.153.74,100,472,True,2018-10-03 13:57:02,R_7UOcVyD5SLhcQjD,,,,,40.0204925537109375,-83.0171966552734375,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",19,15,Tenured faculty,,"Middle grades / junior high school teachers,Secondary / high school teachers",,Science,,Advanced Science Methods,Seminar on Discourse in STEM teaching and Learning,History of STEM curriculum,,Some course learning goals,Some course learning goals,Some course learning goals,,,4,4,4,4,3     (Competent),4,4,4,4,4,4,4,"I have used technology to interact with students in India as part of a dual degree program. 
I have studied audience response system technologies.
I have students use audience response system technologies, video and video editing, online animations and simulations, online data sets for inquiry activities in the geo sciences, smart boards, tablets, and smart phones. ","using technology to provide multiple representations of science concepts. ",twitter,,"I try new technologies as they appear.  I ask questions.  We have a wonderfully helpful Office of Learning Technologies and a tech supportive work environment. ","My colleagues and students use technology and expect me to use it too.  ",Asset I experience / have experienced.,Asset I experience / have experienced.,Major asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.
2018-10-03 16:16:55,2018-10-03 16:28:25,IP Address,128.12.167.106,100,690,True,2018-10-03 16:28:25,R_3spRATPVn7NayVn,,,,,37.4178009033203125,-122.1719970703125,anonymous,EN,Yes,Pre-service teachers,,"Yes, I consent to participate in this research.",9,3,Graduate student,,"Middle grades / junior high school teachers,Secondary / high school teachers",,Mathematics,,Secondary math methods,,,,Some course learning goals,,,,,3     (Competent),3     (Competent),3     (Competent),5 (Highly competent),3     (Competent),3     (Competent),3     (Competent),5 (Highly competent),2,2,1 (Not competent),5 (Highly competent),"For #1.  Weekly we do math in class.  I often bring in tasks that integrate techonology, like range finders, scales, or online platforms like Desmos.  

For #10.  I am active on Twitter following math Ed hashtags.","#1.  If the don't experience them, they won't know how to teach with them.","#12.  Because I am not supporting them in their placements.",,When I've pushed the limit of my understanding I have to research online new strategies and ideas.  Broaden my learning network to be able to find learning opportunities.,There is a Edtech specialists who can help.,Barrier I experience / have experienced.,Major barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Barrier I experience / have experienced.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Asset I experience / have experienced.
2018-10-04 06:13:31,2018-10-04 06:28:54,IP Address,173.59.249.253,100,923,True,2018-10-04 06:28:55,R_2veoyVwk8YLWxfq,,,,,39.19500732421875,-76.668701171875,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",15,2,Non-tenure track faculty,,"Elementary / primary teachers,Middle grades / junior high school teachers,Secondary / high school teachers",,Technology,,Visual Literacy,Developing & Critiquing Visual Literacy,,,Some course learning goals,Some course learning goals,,,,3     (Competent),5 (Highly competent),4,5 (Highly competent),5 (Highly competent),4,5 (Highly competent),5 (Highly competent),3     (Competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),"Using Kahoot to Engage Students in Formative Assessment
Creating Appealing and Engaging Materials for Class
I teach fully online through the use of an LMS and web conferencing tools and yet find ways to connect and engage students.","Effective strategies to teach online are very important because I teach fully online courses where attrition can be much higher. Thus, using strategies to effectively engage students becomes crucial.",Content-specific technology because I teach how to use technology to develop visual materials for any content.,The ability for teachers candidates and teachers to critically evaluate tools and their use in the classroom.,"Online courses, conferences, and most importantly by doing (using technology) through trial and error.","By virtue of teaching online as an adjunct professor, technology is embedded in everything I do. In addition, my professional work elsewhere keeps me tuned in to technologies in education. ",Major asset I experience / have experienced.,Asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.
2018-10-04 07:08:07,2018-10-04 07:21:51,IP Address,71.87.113.49,100,823,True,2018-10-04 07:21:51,R_2QRtcoDYxQqz2Ox,,,,,44.13079833984375,-94,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",12,5,Tenure track (probationary) faculty,,"Elementary / primary teachers,Middle grades / junior high school teachers",,,,"Intermediate Literacy ",Disciplinary Literacy,Educational Psychology,Human Relations,No course learning goals,No course learning goals,Some course learning goals,No course learning goals,,5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),5 (Highly competent),4,3     (Competent),5 (Highly competent),3     (Competent),4,5 (Highly competent),5 (Highly competent),"There are a number of assignments in my educational psychology course where I ask students to pick a certain technology tool to demonstrate content knowledge.  Then I have them critically assess the tool they use in connection to assets/deficits /use in day to day life/use in the classroom.  

I use D2L to teach, and am working to incorporate rubrics, videos, and links to allow for more discourse, application, and content diversification.  

I use iPads to have my students tutor children from a different school district than our local partners.  ","Critical thinking about application/tool.  

Willingness to try and experiment with technology so that a new tool/product does not overwhelm.  ","typing, SMART board use.  ",N/A,"Personally, I follow blogs, attend conferences, and follow trends with technology in the classroom.  For my students, I ask that they ask questions about technology options that are in the classroom, and bring these pieces and examples back to the university so we can get to know them better and more effectively.  ","Our courses are in modules using D2L.  I try to make my instruction relevant and connected to contemporary theories, so I use technology a lot to engage my students.  ",Major asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.
2018-10-04 07:35:11,2018-10-04 07:49:34,IP Address,165.166.111.18,100,862,True,2018-10-04 07:49:34,R_1gC5NMUWdHe6lkZ,,,,,32.9326019287109375,-79.97979736328125,anonymous,EN,Yes,In-service teachers,,"Yes, I consent to participate in this research.",5,5,Other,Adjunct,"Early childhood teachers,Elementary / primary teachers,Middle grades / junior high school teachers,Secondary / high school teachers",,,,Learning in Schools and Other Settings--This course is a review and application of learning theories.,,,,Some course learning goals,,,,,4,5 (Highly competent),4,5 (Highly competent),3     (Competent),5 (Highly competent),4,1 (Not competent),2,4,2,5 (Highly competent),This course uses video and screen capture to analyze events in which students are experts (outside of teaching) to demonstrate the difference in expert and novice viewpoints. Students are able to design final projects that apply the learning theories using whatever resources are available to him/her. The limiting of this to the technologies that are available is crucial. Forcing teachers (who are also students) to plan unrealistic lessons around tools that they don't have is a waste of their time and an intense frustration. Accurate assessment must also be realistic.,"I feel that it is essential to model teaching for my teacher-students, specifically teaching, learning, and assessment. This is a professional development for them and a reflection for myself.","Connecting globally through technology is an ideal for classroom teachers, but in reality it is harder to due because of privacy laws. In an ideal world, partnerships with classrooms around the globe would create a virtual learning network that is mirrored by the physical world, allowing students to become global citizens, but the reality is that these goals are not TESTED, which means they cannot be the focus of teachers, regardless of how important they are to the development of well-rounded students.","I think that these competencies fail to grasp the reality of teaching. By that I mean that there are barriers to technology integration, especially in ways that are novel and untested. Lack of equipment, school policies, and the amount of time effort/time it takes to design high-quality integration is addressed nowhere. I have all of these abilities, but the reality of my classroom and that of my teacher-students is limited by outside factors.","Trial and error, seeing others model and borrowing/augmenting what they do, ",Realities (See prior comments.),Major barrier I experience / have experienced.,Major barrier I experience / have experienced.,Barrier I experience / have experienced.,Major barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.,Major asset I experience / have experienced.
2018-10-04 08:48:53,2018-10-04 09:06:15,IP Address,12.198.35.52,100,1041,True,2018-10-04 09:06:16,R_2aaZobh2pnmTl2g,,,,,35.820404052734375,-78.6782989501953125,anonymous,EN,Yes,"Pre-service teachers,In-service teachers,Other",Professors,"Yes, I consent to participate in this research.",18,39,Tenured faculty,,"Elementary / primary teachers,Middle grades / junior high school teachers,Secondary / high school teachers,Other",We also have lateral entry courses,"English / Language Arts,Mathematics,Science,History / Social Studies,World Languages,Special Education,Other",Visual Arts,Edtpa,Teacher as professional,Literacy in content areas,Middle grade principles and practices,All or most course learning goals,All or most course learning goals,All or most course learning goals,All or most course learning goals,,5 (Highly competent),4,4,4,4,3     (Competent),2,1 (Not competent),4,4,3     (Competent),4,"We have an ethical ...module all candidates participate in.
I engage students in sharing technology tools in literacy.
I need more support in preparing my faculty as they learn about digital learning competencies. My faculty are resistance to ...most things. (:","We have faculty who get in the weeds. All they see if that technology is using a smart board. I did share the survey from ncdoi of what they are looking at.
My faculty needs an overview of them and how universities are addressing them
A crosswalk between competencies and CAEP standards as well as how universities are assessing candidates growth.",I am not able to report on this in that it is not my wheelhouse.,"Assessing the impact of these competencies and how to evaluate the,
M.",We look to the state.,"CAEP ",Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Major barrier I experience / have experienced.,Major barrier I experience / have experienced.,Major barrier I experience / have experienced.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Barrier I experience / have experienced.
2018-10-04 08:57:44,2018-10-04 09:07:21,IP Address,12.198.35.52,100,577,True,2018-10-04 09:07:22,R_2qDWresPrcA9WAB,,,,,35.820404052734375,-78.6782989501953125,anonymous,EN,Yes,"Pre-service teachers,In-service teachers",,"Yes, I consent to participate in this research.",36,28,Administrator,,"Early childhood teachers,Elementary / primary teachers,Middle grades / junior high school teachers,Secondary / high school teachers",,"English / Language Arts,Mathematics,Science,History / Social Studies,Physical Education & Health,Music,Fine Arts,World Languages,Special Education,Technology",,Curriculum and Instruction,Seminar in Clinical Field Experiences,Introduction to Gifted Education,Science Methods for Elementary Educators,Some course learning goals,All or most course learning goals,Some course learning goals,Some course learning goals,,4,3     (Competent),4,4,4,4,4,2,3     (Competent),4,3     (Competent),2,"Utilization of presentation tools by the students to enhance required content mastery.
Research into technology teaching tools for the science classroom (utilizing one to return the assignment)
",Incorporation of technology teaching tools within the actual classes I teach AND the products students submit for mastery demonstration,"Technology ""fixes""","Scoring of ""appropriate"" work demonstrating effective use of technology for our students",Utilizing expertise of faculty and faculty working groups.,Director of Teacher Education:  Demonstrating and modeling and high expectations for faculty usage within actual courses.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Barrier I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.,Barrier I experience / have experienced.,Asset I experience / have experienced.,Neutral / neither a barrier nor an asset.,Neutral / neither a barrier nor an asset.
